protein_id,id,length,Prediction,SP_probability,OTHER_probability,cleavage_site
tr|G0RM79|G0RM79_HYPJQ,G0RM79,627,OTHER,0.0,1.0,
tr|G0RMC9|G0RMC9_HYPJQ,G0RMC9,721,OTHER,0.0,1.0,
tr|G0RMN7|G0RMN7_HYPJQ,G0RMN7,1534,OTHER,0.0,1.0,
sp|G0RNA2|LXR4_HYPJQ,G0RNA2,304,OTHER,0.0,1.0,
sp|G0RNN3|LAEA_HYPJQ,G0RNN3,332,OTHER,0.0,1.0,
tr|G0RPZ9|G0RPZ9_HYPJQ,G0RPZ9,1529,OTHER,0.0,1.0,
tr|G0RQR3|G0RQR3_HYPJQ,G0RQR3,1746,OTHER,0.0,1.0,
tr|G0RR25|G0RR25_HYPJQ,G0RR25,497,OTHER,0.0,0.999972,
tr|G0RRX8|G0RRX8_HYPJQ,G0RRX8,927,OTHER,0.0,1.0,
tr|G0RS74|G0RS74_HYPJQ,G0RS74,725,OTHER,0.0,1.0,
tr|G0RSJ6|G0RSJ6_HYPJQ,G0RSJ6,1056,OTHER,0.0,1.0,
tr|G0RUC4|G0RUC4_HYPJQ,G0RUC4,313,OTHER,0.0,1.0,
tr|G0RUS0|G0RUS0_HYPJQ,G0RUS0,488,OTHER,0.0,1.0,
tr|G0RV78|G0RV78_HYPJQ,G0RV78,187,OTHER,0.0,1.0,
tr|G0RV82|G0RV82_HYPJQ,G0RV82,922,OTHER,0.0,1.0,
tr|G0RW78|G0RW78_HYPJQ,G0RW78,741,OTHER,0.0,1.0,
tr|G0RWC8|G0RWC8_HYPJQ,G0RWC8,828,OTHER,0.0,1.0,
tr|G0RWH5|G0RWH5_HYPJQ,G0RWH5,1131,OTHER,0.0,1.0,
tr|G0RWU3|G0RWU3_HYPJQ,G0RWU3,331,OTHER,0.0,1.0,
tr|G0RX46|G0RX46_HYPJQ,G0RX46,839,OTHER,0.0,1.0,
tr|G0RX73|G0RX73_HYPJQ,G0RX73,792,SP,0.999809,0.000207,CS pos: 18-19. Pr: 0.9661
sp|Q7Z9M8|XG74_HYPJQ,Q7Z9M8,838,SP,0.999727,0.000292,CS pos: 19-20. Pr: 0.9792
tr|G0R6P5|G0R6P5_HYPJQ,G0R6P5,1096,OTHER,0.0,1.0,
sp|G0R6T1|SORT_HYPJQ,G0R6T1,534,OTHER,0.0,0.999985,
sp|G0R6T2|SORR2_HYPJQ,G0R6T2,664,OTHER,0.0,1.0,
sp|G0R6T3|SORD_HYPJQ,G0R6T3,574,SP,0.999811,0.00019,CS pos: 27-28. Pr: 0.9728
sp|G0R6T4|SORR1_HYPJQ,G0R6T4,685,OTHER,0.0,1.0,
tr|G0R6U1|G0R6U1_HYPJQ,G0R6U1,1014,OTHER,0.0,1.0,
tr|G0R6U3|G0R6U3_HYPJQ,G0R6U3,458,OTHER,0.0,1.0,
tr|G0R6U5|G0R6U5_HYPJQ,G0R6U5,1062,OTHER,0.0,1.0,
tr|G0R6Y0|G0R6Y0_HYPJQ,G0R6Y0,166,OTHER,0.0,0.999997,
tr|G0R6Y7|G0R6Y7_HYPJQ,G0R6Y7,878,OTHER,0.0,1.0,
tr|G0R6Z7|G0R6Z7_HYPJQ,G0R6Z7,1105,OTHER,0.0,1.0,
tr|G0R710|G0R710_HYPJQ,G0R710,772,OTHER,0.0,1.0,
tr|G0R712|G0R712_HYPJQ,G0R712,492,OTHER,0.0,1.0,
tr|G0R718|G0R718_HYPJQ,G0R718,257,OTHER,0.0,0.999989,
tr|G0R733|G0R733_HYPJQ,G0R733,715,OTHER,0.0,1.0,
tr|G0R755|G0R755_HYPJQ,G0R755,860,OTHER,0.369875,0.630163,
tr|G0R772|G0R772_HYPJQ,G0R772,484,OTHER,0.0,1.0,
tr|G0R7B7|G0R7B7_HYPJQ,G0R7B7,691,OTHER,0.0,1.0,
tr|G0R7B9|G0R7B9_HYPJQ,G0R7B9,341,OTHER,0.0,1.0,
tr|G0R7D3|G0R7D3_HYPJQ,G0R7D3,1885,OTHER,0.0,1.0,
tr|G0R7G6|G0R7G6_HYPJQ,G0R7G6,367,OTHER,0.0,1.0,
tr|G0R7G9|G0R7G9_HYPJQ,G0R7G9,340,OTHER,0.0,1.0,
tr|G0R7H4|G0R7H4_HYPJQ,G0R7H4,474,OTHER,0.0,1.0,
tr|G0R7H9|G0R7H9_HYPJQ,G0R7H9,900,OTHER,0.0,0.99999,
tr|G0R7I9|G0R7I9_HYPJQ,G0R7I9,561,OTHER,0.0,1.0,
tr|G0R7K0|G0R7K0_HYPJQ,G0R7K0,322,OTHER,0.0,1.0,
tr|G0R7L1|G0R7L1_HYPJQ,G0R7L1,386,OTHER,0.0,1.0,
tr|G0R7Q0|G0R7Q0_HYPJQ,G0R7Q0,496,OTHER,0.0,1.0,
tr|G0R7R2|G0R7R2_HYPJQ,G0R7R2,348,OTHER,0.0,0.999993,
tr|G0R7R7|G0R7R7_HYPJQ,G0R7R7,151,OTHER,0.0,1.0,
tr|G0R7S0|G0R7S0_HYPJQ,G0R7S0,421,OTHER,0.0,1.0,
tr|G0R7V3|G0R7V3_HYPJQ,G0R7V3,629,SP,0.999773,0.000232,CS pos: 28-29. Pr: 0.9709
tr|G0R7V9|G0R7V9_HYPJQ,G0R7V9,218,OTHER,0.0,1.0,
tr|G0R7Y2|G0R7Y2_HYPJQ,G0R7Y2,1442,OTHER,0.0,1.0,
tr|G0R7Y4|G0R7Y4_HYPJQ,G0R7Y4,313,OTHER,0.0,0.999982,
tr|G0R7Y7|G0R7Y7_HYPJQ,G0R7Y7,391,OTHER,0.0,1.0,
tr|G0R7Z3|G0R7Z3_HYPJQ,G0R7Z3,719,OTHER,0.0,1.0,
tr|G0R834|G0R834_HYPJQ,G0R834,417,OTHER,0.0,1.0,
tr|G0R894|G0R894_HYPJQ,G0R894,339,OTHER,0.0,1.0,
tr|G0R897|G0R897_HYPJQ,G0R897,470,OTHER,0.0,1.0,
tr|G0R8C2|G0R8C2_HYPJQ,G0R8C2,457,OTHER,0.0,0.99998,
tr|G0R8D6|G0R8D6_HYPJQ,G0R8D6,368,OTHER,0.0,1.0,
tr|G0R8F3|G0R8F3_HYPJQ,G0R8F3,469,OTHER,0.0,1.0,
tr|G0R8L1|G0R8L1_HYPJQ,G0R8L1,368,OTHER,0.0,1.0,
tr|G0R8N2|G0R8N2_HYPJQ,G0R8N2,683,OTHER,0.0,1.0,
tr|G0R8Q4|G0R8Q4_HYPJQ,G0R8Q4,287,OTHER,0.0,1.0,
tr|G0R8R7|G0R8R7_HYPJQ,G0R8R7,1150,OTHER,0.0,0.999978,
tr|G0R8U7|G0R8U7_HYPJQ,G0R8U7,243,OTHER,0.0,1.0,
tr|G0R8W2|G0R8W2_HYPJQ,G0R8W2,1075,OTHER,0.0,1.0,
tr|G0R8X7|G0R8X7_HYPJQ,G0R8X7,251,OTHER,0.0,1.0,
sp|G0R947|XYN1_HYPJQ,G0R947,229,SP,0.99981,0.000198,CS pos: 35-36. Pr: 0.3708
tr|G0R9B1|G0R9B1_HYPJQ,G0R9B1,1690,OTHER,0.0,1.0,
tr|G0R9E0|G0R9E0_HYPJQ,G0R9E0,1474,OTHER,0.0,1.0,
tr|G0R9E7|G0R9E7_HYPJQ,G0R9E7,246,OTHER,0.0,0.999994,
tr|G0R9E9|G0R9E9_HYPJQ,G0R9E9,624,OTHER,0.0,1.0,
tr|G0R9M2|G0R9M2_HYPJQ,G0R9M2,914,OTHER,0.0,1.0,
tr|G0R9N0|G0R9N0_HYPJQ,G0R9N0,322,OTHER,0.0,1.0,
tr|G0R9N1|G0R9N1_HYPJQ,G0R9N1,341,OTHER,0.007776,0.992222,
tr|G0R9P3|G0R9P3_HYPJQ,G0R9P3,410,OTHER,0.0,1.0,
tr|G0R9P5|G0R9P5_HYPJQ,G0R9P5,696,OTHER,1e-06,1.0,
tr|G0R9Q9|G0R9Q9_HYPJQ,G0R9Q9,477,OTHER,0.0,1.0,
tr|G0R9R6|G0R9R6_HYPJQ,G0R9R6,1619,OTHER,0.0,1.0,
tr|G0R9T7|G0R9T7_HYPJQ,G0R9T7,767,OTHER,0.0,1.0,
tr|G0R9Y0|G0R9Y0_HYPJQ,G0R9Y0,357,OTHER,0.0,1.0,
tr|G0R9Y2|G0R9Y2_HYPJQ,G0R9Y2,355,OTHER,0.0,1.0,
tr|G0R9Y8|G0R9Y8_HYPJQ,G0R9Y8,882,OTHER,0.0,0.999999,
tr|G0RA23|G0RA23_HYPJQ,G0RA23,4373,OTHER,0.0,1.0,
sp|G0RA32|XYN3_HYPJQ,G0RA32,347,SP,0.999818,0.000176,CS pos: 16-17. Pr: 0.9762
tr|G0RA51|G0RA51_HYPJQ,G0RA51,379,OTHER,0.0,1.0,
tr|G0RA55|G0RA55_HYPJQ,G0RA55,491,OTHER,0.0,0.999975,
tr|G0RA99|G0RA99_HYPJQ,G0RA99,986,OTHER,0.0,1.0,
tr|G0RAA0|G0RAA0_HYPJQ,G0RAA0,1531,OTHER,0.0,1.0,
tr|G0RAB8|G0RAB8_HYPJQ,G0RAB8,453,OTHER,0.0,1.0,
tr|G0RAC5|G0RAC5_HYPJQ,G0RAC5,465,OTHER,0.0,1.0,
tr|G0RAF2|G0RAF2_HYPJQ,G0RAF2,330,OTHER,0.0,0.999995,
tr|G0RAJ4|G0RAJ4_HYPJQ,G0RAJ4,228,SP,0.999818,0.000169,CS pos: 20-21. Pr: 0.9820
tr|G0RAQ2|G0RAQ2_HYPJQ,G0RAQ2,1118,OTHER,0.0,1.0,
tr|G0RAT1|G0RAT1_HYPJQ,G0RAT1,317,OTHER,0.0,1.0,
tr|G0RAY7|G0RAY7_HYPJQ,G0RAY7,937,OTHER,0.0,0.999996,
tr|G0RB21|G0RB21_HYPJQ,G0RB21,296,OTHER,0.0,0.999998,
tr|G0RB22|G0RB22_HYPJQ,G0RB22,974,OTHER,0.0,1.0,
tr|G0RB33|G0RB33_HYPJQ,G0RB33,1436,OTHER,0.0,1.0,
tr|G0RB39|G0RB39_HYPJQ,G0RB39,237,OTHER,0.0,1.0,
tr|G0RBB3|G0RBB3_HYPJQ,G0RBB3,126,OTHER,0.0,1.0,
tr|G0RBB5|G0RBB5_HYPJQ,G0RBB5,523,SP,0.999795,0.00019,CS pos: 19-20. Pr: 0.9895
tr|G0RBC7|G0RBC7_HYPJQ,G0RBC7,286,OTHER,0.0,1.0,
tr|G0RBD3|G0RBD3_HYPJQ,G0RBD3,316,OTHER,0.0,1.0,
tr|G0RBE4|G0RBE4_HYPJQ,G0RBE4,749,OTHER,0.0,1.0,
tr|G0RBG4|G0RBG4_HYPJQ,G0RBG4,301,OTHER,0.000628,0.99936,
tr|G0RBH0|G0RBH0_HYPJQ,G0RBH0,885,OTHER,0.0,1.0,
tr|G0RBI5|G0RBI5_HYPJQ,G0RBI5,452,OTHER,0.0,1.0,
tr|G0RBZ0|G0RBZ0_HYPJQ,G0RBZ0,373,OTHER,0.0,1.0,
tr|G0RC03|G0RC03_HYPJQ,G0RC03,1744,OTHER,0.0,1.0,
tr|G0RC34|G0RC34_HYPJQ,G0RC34,1379,OTHER,0.0,1.0,
tr|G0RC70|G0RC70_HYPJQ,G0RC70,821,OTHER,0.0,1.0,
tr|G0RCA7|G0RCA7_HYPJQ,G0RCA7,636,OTHER,0.0,1.0,
tr|G0RCB1|G0RCB1_HYPJQ,G0RCB1,1368,OTHER,0.0,1.0,
tr|G0RCC9|G0RCC9_HYPJQ,G0RCC9,773,OTHER,1e-05,0.999976,
tr|G0RCD4|G0RCD4_HYPJQ,G0RCD4,676,OTHER,0.0,1.0,
tr|G0RCD8|G0RCD8_HYPJQ,G0RCD8,1508,SP,0.999804,0.000194,CS pos: 27-28. Pr: 0.9787
tr|G0RCE3|G0RCE3_HYPJQ,G0RCE3,743,OTHER,0.0,1.0,
tr|G0RCJ2|G0RCJ2_HYPJQ,G0RCJ2,218,OTHER,0.0,1.0,
tr|G0RCJ7|G0RCJ7_HYPJQ,G0RCJ7,1247,OTHER,0.0,1.0,
tr|G0RCK0|G0RCK0_HYPJQ,G0RCK0,487,OTHER,0.0,1.0,
tr|G0RCK9|G0RCK9_HYPJQ,G0RCK9,1103,OTHER,0.0,1.0,
tr|G0RCQ2|G0RCQ2_HYPJQ,G0RCQ2,338,OTHER,0.0,1.0,
tr|G0RCS2|G0RCS2_HYPJQ,G0RCS2,844,OTHER,0.0,1.0,
tr|G0RCS5|G0RCS5_HYPJQ,G0RCS5,525,OTHER,0.0,0.999996,
tr|G0RCT6|G0RCT6_HYPJQ,G0RCT6,939,OTHER,0.0,1.0,
tr|G0RCT7|G0RCT7_HYPJQ,G0RCT7,337,OTHER,0.0,0.999984,
tr|G0RCV3|G0RCV3_HYPJQ,G0RCV3,731,OTHER,0.0,1.0,
tr|G0RCW8|G0RCW8_HYPJQ,G0RCW8,564,OTHER,0.0,1.0,
tr|G0RCZ3|G0RCZ3_HYPJQ,G0RCZ3,1061,OTHER,0.0,1.0,
tr|G0RCZ6|G0RCZ6_HYPJQ,G0RCZ6,311,OTHER,0.0,1.0,
tr|G0RD07|G0RD07_HYPJQ,G0RD07,449,OTHER,0.0,1.0,
tr|G0RD10|G0RD10_HYPJQ,G0RD10,486,OTHER,0.0,1.0,
tr|G0RD18|G0RD18_HYPJQ,G0RD18,510,OTHER,0.0,1.0,
tr|G0RD20|G0RD20_HYPJQ,G0RD20,580,OTHER,0.0,1.0,
tr|G0RD36|G0RD36_HYPJQ,G0RD36,270,OTHER,0.0,1.0,
tr|G0RD39|G0RD39_HYPJQ,G0RD39,384,OTHER,0.0,0.999995,
tr|G0RD43|G0RD43_HYPJQ,G0RD43,1029,OTHER,0.0,1.0,
tr|G0RD61|G0RD61_HYPJQ,G0RD61,829,OTHER,0.0,1.0,
tr|G0RD76|G0RD76_HYPJQ,G0RD76,604,OTHER,0.0,1.0,
tr|G0RD99|G0RD99_HYPJQ,G0RD99,3995,OTHER,0.0,1.0,
tr|G0RDA2|G0RDA2_HYPJQ,G0RDA2,462,OTHER,0.0,1.0,
tr|G0RDB1|G0RDB1_HYPJQ,G0RDB1,230,OTHER,0.0,1.0,
tr|G0RDB7|G0RDB7_HYPJQ,G0RDB7,445,OTHER,0.0,1.0,
tr|G0RDB9|G0RDB9_HYPJQ,G0RDB9,496,OTHER,0.0,1.0,
tr|G0RDC2|G0RDC2_HYPJQ,G0RDC2,399,OTHER,0.0,0.999992,
tr|G0RDC5|G0RDC5_HYPJQ,G0RDC5,438,OTHER,0.0,1.0,
tr|G0RDD6|G0RDD6_HYPJQ,G0RDD6,722,OTHER,0.0,1.0,
tr|G0RDG0|G0RDG0_HYPJQ,G0RDG0,415,OTHER,0.0,0.999996,
tr|G0RDG7|G0RDG7_HYPJQ,G0RDG7,1433,OTHER,0.0,1.0,
tr|G0RDH2|G0RDH2_HYPJQ,G0RDH2,83,OTHER,0.0,1.0,
tr|G0RDJ7|G0RDJ7_HYPJQ,G0RDJ7,743,OTHER,1e-06,1.0,
tr|G0RDL6|G0RDL6_HYPJQ,G0RDL6,147,OTHER,0.0,1.0,
tr|G0RDL7|G0RDL7_HYPJQ,G0RDL7,1360,OTHER,0.0,1.0,
tr|G0RDN0|G0RDN0_HYPJQ,G0RDN0,586,OTHER,0.0,1.0,
tr|G0RDQ4|G0RDQ4_HYPJQ,G0RDQ4,1216,OTHER,0.0,1.0,
tr|G0RDR6|G0RDR6_HYPJQ,G0RDR6,685,OTHER,0.0,0.999998,
tr|G0RDX6|G0RDX6_HYPJQ,G0RDX6,493,OTHER,0.0,1.0,
tr|G0RE02|G0RE02_HYPJQ,G0RE02,261,OTHER,0.0,1.0,
tr|G0RE09|G0RE09_HYPJQ,G0RE09,499,OTHER,0.0,1.0,
tr|G0RE21|G0RE21_HYPJQ,G0RE21,546,OTHER,0.0,1.0,
tr|G0RE22|G0RE22_HYPJQ,G0RE22,671,OTHER,0.0,1.0,
tr|G0RE28|G0RE28_HYPJQ,G0RE28,1410,OTHER,0.0,1.0,
tr|G0RE46|G0RE46_HYPJQ,G0RE46,98,OTHER,0.0,1.0,
tr|G0RE48|G0RE48_HYPJQ,G0RE48,319,OTHER,0.0,1.0,
tr|G0RE64|G0RE64_HYPJQ,G0RE64,475,OTHER,0.0,1.0,
tr|G0RE70|G0RE70_HYPJQ,G0RE70,408,OTHER,0.0,1.0,
tr|G0REB4|G0REB4_HYPJQ,G0REB4,268,OTHER,0.0,1.0,
tr|G0REG1|G0REG1_HYPJQ,G0REG1,1197,OTHER,0.0,1.0,
tr|G0REJ4|G0REJ4_HYPJQ,G0REJ4,547,OTHER,0.0,1.0,
tr|G0REL1|G0REL1_HYPJQ,G0REL1,1204,OTHER,0.0,1.0,
tr|G0REP8|G0REP8_HYPJQ,G0REP8,244,OTHER,0.0,1.0,
tr|G0REQ9|G0REQ9_HYPJQ,G0REQ9,83,OTHER,0.0,1.0,
tr|G0REV3|G0REV3_HYPJQ,G0REV3,960,OTHER,0.0,1.0,
sp|G0REX7|ILIB_HYPJQ,G0REX7,350,OTHER,0.0,1.0,
sp|G0REX9|ILIC_HYPJQ,G0REX9,449,OTHER,0.0,1.0,
sp|G0REY8|LP14A_HYPJQ,G0REY8,286,SP,0.999833,0.000157,CS pos: 17-18. Pr: 0.9754
tr|G0REZ9|G0REZ9_HYPJQ,G0REZ9,340,OTHER,0.0,0.999993,
tr|G0RF08|G0RF08_HYPJQ,G0RF08,411,OTHER,0.0,1.0,
tr|G0RF38|G0RF38_HYPJQ,G0RF38,469,OTHER,0.0,1.0,
tr|G0RF51|G0RF51_HYPJQ,G0RF51,285,OTHER,0.0,1.0,
tr|G0RF65|G0RF65_HYPJQ,G0RF65,648,OTHER,0.0,1.0,
tr|G0RF68|G0RF68_HYPJQ,G0RF68,510,OTHER,0.0,1.0,
tr|G0RF74|G0RF74_HYPJQ,G0RF74,722,OTHER,0.0,1.0,
tr|G0RF75|G0RF75_HYPJQ,G0RF75,1097,OTHER,0.0,0.99999,
tr|G0RFA6|G0RFA6_HYPJQ,G0RFA6,607,OTHER,0.0,1.0,
tr|G0RFA9|G0RFA9_HYPJQ,G0RFA9,633,OTHER,0.0,1.0,
tr|G0RFB0|G0RFB0_HYPJQ,G0RFB0,433,SP,0.999804,0.000179,CS pos: 18-19. Pr: 0.9657
tr|G0RFF7|G0RFF7_HYPJQ,G0RFF7,545,OTHER,0.0,1.0,
tr|G0RFF9|G0RFF9_HYPJQ,G0RFF9,417,OTHER,0.0,1.0,
tr|G0RFH9|G0RFH9_HYPJQ,G0RFH9,301,OTHER,0.0,0.999972,
tr|G0RFI2|G0RFI2_HYPJQ,G0RFI2,801,OTHER,0.0,1.0,
sp|G0RFK8|X325_HYPJQ,G0RFK8,231,SP,0.999878,0.000159,CS pos: 17-18. Pr: 0.9829
tr|G0RFL5|G0RFL5_HYPJQ,G0RFL5,591,OTHER,0.0,0.999988,
tr|G0RFN2|G0RFN2_HYPJQ,G0RFN2,439,OTHER,0.0,1.0,
tr|G0RG06|G0RG06_HYPJQ,G0RG06,648,OTHER,0.0,1.0,
tr|G0RG23|G0RG23_HYPJQ,G0RG23,797,SP,0.999797,0.000176,CS pos: 20-21. Pr: 0.9778
tr|G0RG81|G0RG81_HYPJQ,G0RG81,780,OTHER,0.0,1.0,
tr|G0RGC0|G0RGC0_HYPJQ,G0RGC0,648,OTHER,0.0,1.0,
tr|G0RGC6|G0RGC6_HYPJQ,G0RGC6,217,OTHER,0.0,1.0,
tr|G0RGC9|G0RGC9_HYPJQ,G0RGC9,918,OTHER,0.0,0.999997,
tr|G0RGJ4|G0RGJ4_HYPJQ,G0RGJ4,567,OTHER,0.0,1.0,
tr|G0RGK1|G0RGK1_HYPJQ,G0RGK1,1596,OTHER,0.0,1.0,
tr|G0RGK8|G0RGK8_HYPJQ,G0RGK8,964,SP,0.999852,0.000155,CS pos: 30-31. Pr: 0.9819
tr|G0RGL9|G0RGL9_HYPJQ,G0RGL9,166,OTHER,0.0,1.0,
tr|G0RGQ4|G0RGQ4_HYPJQ,G0RGQ4,458,OTHER,0.0,0.999991,
tr|G0RGS3|G0RGS3_HYPJQ,G0RGS3,447,OTHER,2.4e-05,0.999967,
tr|G0RGU4|G0RGU4_HYPJQ,G0RGU4,558,OTHER,0.0,1.0,
tr|G0RGW5|G0RGW5_HYPJQ,G0RGW5,1108,OTHER,0.0,1.0,
tr|G0RGY3|G0RGY3_HYPJQ,G0RGY3,559,OTHER,0.0,1.0,
tr|G0RH18|G0RH18_HYPJQ,G0RH18,517,OTHER,0.0,1.0,
tr|G0RH36|G0RH36_HYPJQ,G0RH36,631,OTHER,0.0,1.0,
tr|G0RH54|G0RH54_HYPJQ,G0RH54,1392,OTHER,0.0,0.999987,
tr|G0RH80|G0RH80_HYPJQ,G0RH80,468,OTHER,0.0,1.0,
sp|G0RH85|CUTI1_HYPJQ,G0RH85,248,SP,0.999822,0.000182,CS pos: 29-30. Pr: 0.6687
tr|G0RHD3|G0RHD3_HYPJQ,G0RHD3,370,OTHER,0.0,1.0,
tr|G0RHE8|G0RHE8_HYPJQ,G0RHE8,521,OTHER,0.0,1.0,
tr|G0RHN6|G0RHN6_HYPJQ,G0RHN6,1609,OTHER,0.0,1.0,
tr|G0RHN9|G0RHN9_HYPJQ,G0RHN9,403,OTHER,0.0,1.0,
tr|G0RHP5|G0RHP5_HYPJQ,G0RHP5,549,OTHER,0.0,0.999979,
tr|G0RHQ2|G0RHQ2_HYPJQ,G0RHQ2,1300,OTHER,0.0,1.0,
tr|G0RHQ7|G0RHQ7_HYPJQ,G0RHQ7,1762,OTHER,0.0,0.999995,
tr|G0RHR0|G0RHR0_HYPJQ,G0RHR0,815,SP,0.999832,0.000159,CS pos: 20-21. Pr: 0.9854
tr|G0RHS8|G0RHS8_HYPJQ,G0RHS8,860,OTHER,0.0,1.0,
tr|G0RHU1|G0RHU1_HYPJQ,G0RHU1,442,OTHER,0.0,1.0,
tr|G0RHY3|G0RHY3_HYPJQ,G0RHY3,349,OTHER,0.0,1.0,
tr|G0RHY7|G0RHY7_HYPJQ,G0RHY7,417,OTHER,0.0,1.0,
tr|G0RHZ4|G0RHZ4_HYPJQ,G0RHZ4,622,OTHER,0.0,1.0,
tr|G0RI13|G0RI13_HYPJQ,G0RI13,2228,OTHER,0.0,1.0,
tr|G0RI28|G0RI28_HYPJQ,G0RI28,477,OTHER,0.0,1.0,
tr|G0RI37|G0RI37_HYPJQ,G0RI37,533,OTHER,0.0,1.0,
tr|G0RI57|G0RI57_HYPJQ,G0RI57,922,OTHER,0.0,1.0,
tr|G0RI81|G0RI81_HYPJQ,G0RI81,317,OTHER,0.0,1.0,
tr|G0RIA3|G0RIA3_HYPJQ,G0RIA3,247,OTHER,0.0,1.0,
tr|G0RIC1|G0RIC1_HYPJQ,G0RIC1,480,OTHER,0.0,1.0,
tr|G0RID6|G0RID6_HYPJQ,G0RID6,893,OTHER,4.5e-05,0.999994,
tr|G0RIL9|G0RIL9_HYPJQ,G0RIL9,347,SP,0.99983,0.000154,CS pos: 19-20. Pr: 0.5899
tr|G0RIW0|G0RIW0_HYPJQ,G0RIW0,395,OTHER,0.0,1.0,
tr|G0RIW9|G0RIW9_HYPJQ,G0RIW9,421,OTHER,0.0,0.999995,
tr|G0RJ00|G0RJ00_HYPJQ,G0RJ00,507,OTHER,0.0,1.0,
tr|G0RJ01|G0RJ01_HYPJQ,G0RJ01,317,OTHER,0.0,0.999984,
tr|G0RJ31|G0RJ31_HYPJQ,G0RJ31,245,OTHER,0.0,1.0,
tr|G0RJ32|G0RJ32_HYPJQ,G0RJ32,787,OTHER,0.0,1.0,
tr|G0RJ68|G0RJ68_HYPJQ,G0RJ68,587,OTHER,0.0,1.0,
tr|G0RJ76|G0RJ76_HYPJQ,G0RJ76,768,OTHER,0.0,1.0,
